bayyeessa itti nu dabaala Mee,1
Gibira kanfaluun mirga osoo hin taane dirqama lammumaati,1
hubannoon Gama fb  ruin Darbaa jiru gaariidha.  itti  haa  fufnu,1
hubannoo garii kan fedhii gibiraa kafaluu ummuu dhaa,1
hojiin hubannoo akanaa kun baayee gaarii waan taheef jabaadhaa iti fufaa,1
"Jabaadha cimaa hojjedha. Haa ta'uu malee, Sirreeffamni iskeelii mindaa kan ATG hojjetamuu dhabuun isaa kan nama gaddisisu ta'ee hamilee hojjettotaa kan tuqudha.....",1
"Jabaadha cimaa hojjedhaa. Haa ta'uu malee, Sirreeffamni iskeelii mindaa kan ATG hojjetamuu dhabuun isaa kan nama gaddisisu ta'ee hamilee hojjettotaa kan tuqudha.....",1
"Baayyee namatti toltu ""Galiin Misoomaaf"".Garuu akkanatti dhama'anii osoo hojjatanuu Sirreeffamni Iskeelii mindaa ATG ilaaluu dhiisuun isaa nama gaddisiisa....",1
Labsii baasuun akkuma jirutti ta'ee qaamni labsii kana hiiku leenjii fudhachuu qaba......,1
"gaariidhaa galatoomaa!!! gara fuula duraattis qajeelfamoota,danbiifi labsiiwwan hojiirra jiran",1
Haalli hojii TGG gaggeessuuf karoorfamee iitti seename baay'ee gaariifii ,1
Haalli hojii TGG gaggeessuuf karoorfamee iitti seename baay'ee gaariidha,1
kuni sirriidha garuu dhimmi Mindaa ,1
Kan Mindaa Ni Tursitu Jechaadha,0
Kan Mindaa Ni Tursitu Jechaadha,0
Haalii ibsamee akkumaa jirutii ta'e darakeechii wantii sirresuu qabanii baayyetu jira,0
al takka takkaa faayidaa Hojjetaa ATG dubbadhaa TGG akka godinaa keenyaatti guyyumaa har'aa haalaan eegaleeraa,0
Kkkkk Amma arginneerra.gahee Amma sivil sarvaantii birootii gadi nu godhaa jirtuu dafaa achi jelatti nu naqaa.ATG maqaa qofa.,0
oduu garahojittii hiikuu yaalaa sirnii waayanee duraa isinkeessaa jiraa waan ta'ef  OBN  waamachunu keenyaa him oluu !,0
"kkkkk Qorannoon isaa kanuma """"space science"""" qorannoo hawaa ykn samii ykn nikulara omishuut ta'e !!! yoo dhibee dhibes kanuma federaa sanuu yaalaa mee kkk",0
off bekkan wajiricha keessa jira ?utuu bekkan jifte gibir bara 2009 tara 10 irra hidebihamu kan keessa midan garidhs dhuga qabidu,0
ni eeggana  sirritti qoradhaa waggaa lamaaf ammas rakkkoo hin qabu,0
Baay'ee nama gadiisisa!,0
baay'ee nama gaddisiisa yeroo hedduuf hojjetame xumure ,0
safuu oduu dhumaan gurrii nuu coomee..gaafuma kam hojii sirrii hojjeettuu laata..,0
Waa'been kanaa yoom isiin rakkisee..,0
Kkkkkk kolfan dhumnem AGTo olitii kan midhamee jiruu jiraa hin obsinee malee,0
naannoolee biroo gaditi mindeeffamuun baay'ee nama gadiisiisa itti yaadaa!!!,0
nuti hojjetaan ATG waajjiricha gad dhiifnee ba'uuf qophii xumurree jirra. ,0
nama saree fooniin gowwoomsan nu gootan! ,0
Maali Qorannoon keessan hidhumu meerkurii baradaa jirtani ?,0
maalif nu sobduuuuuuu?,0
Maal isiin ammatti funaantaan ofumaa nyaachuufi ,0
"Gurri nu coome, Itiyoophiyaan 11.2% Guddatte jedhame boolla maaliitti namme?",0
nutii hojii irratti dhiibaa hin geesinu kan hojjanuuf mootummaa kana fi ummata kanaaf waan ta'eef obsaan isin eeggchaa jiraa. ,1
rajjii kana ammumaalee Dr arganee jennee gammaadaa jiraa turee ,0
Yoomuma siniif dhugooma laata? ,0
Yoomuma siniif dhugooma laata? ,0
obsaan Aanaan goromsaa dhugaa jedhama,1
Hanga hojjetaan ATGO dameewwan isaa keessaa yaa'ee waajjirri duwwaa ta'utti obsaa jettaniiree?,0
Hamma yoomitti buddeen abjuu nu nyaachifttu? Yoomoyyu amanta sin irra hin qabnnu.,0
ATG Federaala irraa muxxannoo maaf hin fudhannee,0
Hojjataan ATGO ofii qixaa nyaata namaaf bideena qopheessa jira.,1
Hojiin ATGO keessatti hojjetamuu fi mindaan hojjetaan argacha jiru ulfaatin isa wal gituu dhabuun hojii irratti gufuu ta'era,1
"ani gama kootii akkamti akka ATGO damee  isaa jaala jiru ilaala ,keessatu ",0
Mindaan ATGO kun maqaa qofa ta'eera.Hojjataan muxannoo qixa qabu kan waajjira birootu caala.sirriitti itti yaadamuu qaba.,0
Gaariidha hatantamaan hojjotti hiikamuu qaba.,1
"kun siriidha,seeradha",0
Kana Nu Dhageesisuu Kessaniif Galatoomaa,1
Galatoomaa!!! ,1
kanumaayu nu dhageessisuu keessaniif galata guddaa qabdu,1
Yaada nuuf heeru keessanif ulfaadha jechuun barbaada. ,1
Jabaadha jara keenya hojjataan hamilee dhabaa jiraa,1
"obsaa, kan 1ffaa furameera. kaniis ittuma deemna. ",1
yaanni keessan akka yaada tti gaaridha ,0
labbsiin kun bbbbb garidhaa,1
"baayee namatti  tolaa, hubanaa daldaltotaa/maamiltoota kenyaaf midiyaanis ta'ee bifaa gara garattin keenamuu qabaa",1
Galatoom waan haara jiru ellee akkanuma ummataaf ibsaa,1
labsii baasuu fi TGG  gaggeessuun gaarii ta'ee hojjattota kana  raawwataniif maaltu yaadamee?,1
Gaariidha,1
hubannoo hawaasaa barbachisa,1
galaatooma,1
Mirga hojata ega,0
ba'aa namarratti fe'uf   karoorsu dura ba'atootaf dhihanni qopha'e ifa ta'u qaba nama lafatti wali galetu mokarra waliin baha  jette oromoon,0
kuni bar dhaabbata maqaa qofaan hojjataa jiruu rakkoon isaa kan olii kun xiqqaa isatii gibira malee ija hin qabdanii gurra rakkoo hojjaataatiin dhaggeeffattan kaayyadhaaaa,0
Hanga mirgii hojjatootaa fi caasaa magaaloota fi  ,0
Dantaa gibiraa qofa osoon tane jijiramani hojjatootaf tasifamu ilalcha kesa galchun barbachisa .,0
Caasaa fi miindaa mana hojichaa sadarkaan jiru yoo hin foyyeessin ammallee jijjiiramni hin jiru,0
anaan kan gaaffi natti ta'u.,0
Waa'ee hojii duwwaa miti waa'een faayidaa hojjetaa maaltu jedhamee?,0
Gaarii dha hata'uu malee rakkon lnni ijoon sektaraa galiiwwan kesssa jiruu dandetti rawwachisuma hojjetootatti,1
Oduundhaan Gurra Nama Bokoksuun Maal Godha? ,0
bayyee gariidha ibsii nuti hojjettooni kiraa manaa rakkachaa jirraa maaltu yaadame,1
"waan gaariidha. barumsa akkasii dabarsuun isan haa baratuu!! galatooma,! Horaa Bulaa!!",1
ta'uu baannan hojjataan seektara kana gadi dhiisee baqachuu mala,0
"Jabadhaa,hojii gaariidha",1
baayyee gaariidha ammallee itti fuffaa hojii kana,1
mucaan kun badhaafamuu qaba.,1
kalaqini kun itti haa fuufaa,1
baay'ee gammanneerra,1
Haqa qabeessa fi Si'ataa akka ta'uuf gaheen isaa olaanaa dha. ,1
Gaaridha itti dabalaa,1
Maree Bareedaa dha,1
Waan namaaf taa'u hojjechuun gaariidhaa,1
biyya guddiisuuf hojjechuu gaariidhaa,1
hubannoo uumun gaariidha.,1
Gaaridha ammas itti daddabalaatii waan haaraa jiru beeksisaa. ,1
bayyeessa dha jabaadhaa,1
dansa kun,1
Hubbanan gara Adda  Addaatiin kenamuun kun baay'ee gaariidha. ,1
Gallatoomaa!,1
Baay'ee nama dhiba!,0
baay'ee nama gaddisiisa ,0
gaafuma kam hojii sirrii hojjeettuu laata..,0
biyya guddiisuuf hojjechuu gaariidhaa,1
hubannoo uumun gaariidha.,1
Gaaridha ammas itti daddabalaatii waan haaraa jiru beeksisaa. ,1
bayyeessa dha jabaadhaa,1
Waa'een kanaa yoom isiinii galaa.,0
"waan gaariidha. barumsa akkasii dabarsuun isan haa baratuu!! galatooma,! Horaa Bulaa!!",1
ta'uu baannan hojjataan seektara kana gadi dhiisee baqachuu mala,0
"Jabadhaa,hojii gaariidha",1
baayyee gaariidha ammallee itti fuffaa hojii kana,1
kolfan dhumnem hin obsinee malee,0
baay'ee nama gadiisiisa itti yaadaa!!!,0
meerkurii baradaa jirtani ?,0
sobduu duwwaa,0
ofumaa nyaachuufi ,0
Itiyoophiyaan Guddatte jedhame boolla maaliitti namme?,0
nutii hojii irratti dhiibaa obsaan isin eeggchaa jiraa. ,1
Dr arganee jennee gammaadaa jiraa turee ,0
Yoomuma siniif dhugooma laata? ,0
Yoomuma siniif galaa? ,0
obsuun gaarii dha.,1
waajjirri duwwaa ta'utti obsaa jettanii,0
Yoomoyyu amanta sin irra hin qabnnu.,0
muxxannoo maaf hin fudhannee,0
nyaata namaaf bideena qopheessa jira.,1
hojii irratti gufuu ta'era,1
kun baayyeessa hojii gaarii,0
sirriitti itti yaadamuu qaba.,0
hojjiitti hiikamuu qaba.,1
"siriidha,seeradha",0
Kana nu Dhageesisuu Kessaniif Galatoomaa,1
Galatoomaa!!! ,1
galata guddaa qabdu,1
ulfaadha jechuun barbaada. ,1
Jabaadha jara,1
obsaa,1
akka yaada tti gaaridha ,0
labsiin kun baay'ee garidhaa,1
baayee namatti  tolaa,1
Galatoom waan haaraa nu beeksiftan,1
labsii baasuun gaggeessuun gaarii dha,1
Gaariidha,1
hubannoo hawaasaa barbachisa,1
hamilee dhabaa jiraa,0
nama lafatti wali galetu mokarra waliin baha  jette oromoon,0
gadi dhiisee baqachuu mala,0
"Jabadhaa,hojii gaariidha",1
kalaqini kun itti haa fuufaa,1
rakkoo lojistikii fi caasaan mana hojjichaa itti yaadamu qaba.,1
yoom haqa fii galata hojjata eggame beeka miilan badiya deema oolla,0
baay'ee gammanneerra,1
Haqa qabeessa fi Si'ataa akka ta'uuf gaheen isaa olaanaa dha. ,1
kuni bar dhaabbata maqaa qofaan hojjataa jiruu ,0
Hanga mirgii hojjatootaa fi caasaa magaaloota fi  ,0
baayyee gaariidha ammallee itti fuffaa hojii kana,1
mucaan kun badhaafamuu qaba.,1
qoosaa akkamiii jalqabdanii,0
Dantaa gibiraa qofa osoon tane jijiramani hojjatootaf tasifamu ilalcha kesa galchun barbachisa .,0
biyya guddiisuuf hojjechuu gaariidhaa,1
Caasaa fi miindaa mana hojichaa sadarkaan jiru yoo hin foyyeessin ammallee jijjiiramni hin jiru,0
anaan kan gaaffi natti ta'u.,0
hojjetaaf yaadaa,0
Gaarii dha hata'uu malee rakkon jira,1
Oduundhaan Gurra Nama Bokoksuun ,0
bayyee gariidha ,1
galatooma Horaa Bulaa!!,1
Gaaridha itti dabalaa,1
Maree Bareedaa dha,1
bayyeessa hojiin akkassii kun,1
Mirga hojata ega,0
Waan namaaf taa'u hojjechuun gaariidhaa,1
gad dhiifnee ba'uuf qophii xumurree jirra. ,0
biyya guddiisuuf hojjechuu gaariidhaa,1
hubannoo uumun gaariidha.,1
Gaaridha ammas itti daddabalaatii waan haaraa jiru beeksisaa. ,1
nu gowwoomsatan,0
bayyeessa dha jabaadhaa,1
dansa kun,1
ammallee jijjiiramni hin jiru,0
Hubbanaan gara Adda  Addaatiin kenamuun kun baay'ee gaariidha. ,1
Gallatoomaa!,1
kanafuu waqnii haa faraaduu,0
kun hin barreedu,0
nu dhaajjestanituu,0
bu'aa isaa isinumti tilmaama mee,0
kana caala jabaanne hojjachu qabna,1
ni danda'amaa jabbaadhaa!,1
itti fufaa,1
Hamileen garii ta'ee waajjiiri keenya waajjiira dhiheena hundeefameeyuu hin gahu ,0
ogeessa  sadarkaan  jiruu  foyyeessuu  fi  cimsuuf  yaaluun  isin  biratti  dagatameera.  ,0
waa tokko wanti nugammachiisu hin jiru,0
gatii nuuf hin qabu,0
baay'ee gammadneerra!,1
hojjettootaaf faayidaan addaa akka taasifamuuf hojjechuudha.,0
Jabaadhaa,1
Beekamtii keennuun gaarii nama jajjabeessa,1
Maal godha maqaa qofti akka itti jiraatu abbaatu beeka,0
Warri nu ajjeese isinii!,0
Teessoo fi logistics homaa hin qabne safuu,0
Baga waliin gammadan,1
off ilaala deemuun gaariidha.,0
Kun waan gaarii fi amilee hojii kan nama keessati uumudha. Garuu akkuma kana utuu faayidaan hojjetaa ilaalamee gaariidha.,1
Bagaa waalin gamaane,1
Ittifufaa,1
rakkoo lojistikii fi caasaan mana hojjichaa itti yaadamu qaba.,1
qoosaa akkamiii jalqabdanii,0
yoom haqa fii galata hojjata eggame beeka miilan badiya deema oolla,0
waljajjabeessuu fi walgalateeffachuun barbaachisaadha,1
gatii isaaf Malu kennuun Barbachisaadha.,1
nama gadiisisa!,0
baay'ee nama gaddisiisa yeroo hedduu isin eegne,0
gaafuma kam hojii sirrii hojjeettuu laata..,0
 yoom isiin rakkisee..,0
kolfan nu fxxan,0
naannoolee biroo gaditi mindeeffamuun gaarii miti,0
mindaa nuuf gaffalamu gadaanaa dha,0
nu gowwoomsan,0
nama rakkisuun maalii,0
sobduu hundaa,0
funaantuu,0
guddinii galii eessa lixee,0
ni eegganna,1
ammallee foyyadhuu dadhabnee,0
yoom dhuggaa dubbatuu,0
dhuuggaa dubbachuun isiin irraa fagaatee,0
obsuun gaarii dha.,1
wajjirri duwwaa yoo ta'e irraa baratuu,0
"Jabadhaa,hojii gaariidha",1
baayyee gaariidha ammallee itti fuffaa hojii kana,1
kolfan dhumnem hin obsinee malee,0
baay'ee nama gadiisiisa itti yaadaa!!!,0
meerkurii baradaa jirtani ?,0
sobduu duwwaa,0
ammantaa isin irraa hin qabnuu,0
muxxannoo garii maaliif hin barbaadan,0
ofii dhumnee nama jiraachifna,1
ulfatina hojii ilaala hin jirtan,0
damee keessaniif hin yaadan,0
kun sirriitti itti yaadamuu qaba.,0
Gaariidha hatantamaan hojjotti hiikamuu qaba.,1
"kun siriidha,seeradha",0
Kana Nu Dhageesisuu Kessaniif Galatoomaa,1
Galatoomaa!!! ,1
kanumaayu nu dhageessisuu keessaniif galata guddaa qabdu,1
Yaada nuuf heeru keessanif ulfaadha jechuun barbaada. ,1
Jabaadha jara keenya hojjataan hamilee dhabaa jiraa,1
"obsaa, kan 1ffaa furameera. kaniis ittuma deemna. ",1
yaanni keessan akka yaada tti gaaridha ,0
labbsiin kun bbbbb garidhaa,1
baayee namatti  tolaa,1
Galatoom waan haara jiru ellee akkanuma ummataaf ibsaa,1
labsii baasuu fi TGG  gaggeessuun gaarii ta'ee hojjattota kana  raawwataniif maaltu yaadamee?,1
Gaariidha,1
hubannoo hawaasaa barbachisa,1
galaatooma,1
Mirga hojata ega,0
iftoomina barbaada,0
dhaabbata hin foyyofne,0
mirga keenya eega hin jirta,0
dantaa hojjetaa ilaala,0
akka kanaatti jijjiramni hin dhufuu,0
anaan kan gaaffi natti ta'u.,0
nu deeggaraa hin jirtan,0
dandeetiin hin jiru,1
maal nuuf godha oduun hojiitti jijjiraa,0
bayyee gariidha ibsii nuuf kennitan,1
waan gaariidha. ,1
hojjataan seektara kana gadi dhiisee baqachuu mala,0
"Jabadhaa,waan hojjetamee hojii gaariidha",1
ammallee itti fuffaa hojii kana,1
oggeessa kana badhaasuu qabduu,1
kallaqnii hojiitti jijjiramuu qaba,1
 gammanneerra,1
Si'ataa akka ta'uuf gaheen isaa olaanaa dha. ,1
hojiin hojjetamee Gaaridha ,1
marii Bareedaa dha,1
kan biyyaaf  ta'u hojjechuun gaariidhaa,1
hojiidhaan biyya guddiisuuf gaariidhaa,1
hubannoo uumun bayyeessadha.,1
Gaaridha ammas itti daddabalaatii waan haaraa hojjedha ,1
bayyeessa dha,1
bayyeessa hojiin akkassii kun,1
Hubbanan kenamuun kun gaariidha. ,1
hojjii hojjetaniif Gallatoonni keessan guddaa!,1
hojjin keessaan kun Baay'ee nama dhiba!,0
kun dinqii dha,1
hojii sirrii hojjeettuu gaariidha,0
biyyaa kan guddisuu humna guutuun hojjechuu dha,1
hubannoo uumun hojjitiif daandii gaarii uuma,1
Gaaridha ammas itti hubbannoo uumuun kun itti haa fufu,1
dansa dha jabaadhaa,1
Waa'een kanaa yoom isiinii galaa.,0
"waan gaariidha. barumsa akkasii dabarsuun isan haa baratuu!! galatooma,! Horaa Bulaa!!",1
ta'uu baannan hojjataan seektara kana gadi dhiisee baqachuu mala,0
ofumaa nyaachuufi ,0
Itiyoophiyaan Guddatte jedhame boolla maaliitti namme?,0
nutii hojii irratti dhiibaa obsaan isin eeggchaa jiraa. ,1
gammaadaa jiraa turee maal godha,0
Yoomuma siniif dhugooma laata? ,0
obsuun gaarii dha.,1
waajjirri duwwaa ta'utti obsaa jettanii,0
Yoomoyyu amanta sin irra hin qabnnu.,0
nyaata namaaf bideena qopheessa jira.,1
hojii irratti gufuu ta'era,1
kun baayyeessa hojii gaarii,0
sirriitti itti yaadamuu qaba.,0
hojjiitti hiikamuu qaba.,1
"siriidha,seeradha",0
Kana nu Dhageesisuu Kessaniif Galatoomaa,1
Galatoomaa!!! ,1
galata guddaa qabdu,1
ulfaadha jechuun barbaada. ,1
Jabaadha jara,1
obsaa,1
Yoomuma siniif galaa? ,0
akka yaada tti gaaridha ,0
labsiin kun baay'ee garidhaa,1
baayee namatti  tolaa,1
Galatoom waan haaraa nu beeksiftan,1
muxxannoo maaf hin fudhannee,0
labsii baasuun gaggeessuun gaarii dha,1
Gaariidha,1
hubannoo hawaasaa barbachisa,1
hamilee dhabaa jiraa,0
nama lafatti wali galetu mokarra waliin baha  jette oromoon,0
gadi dhiisee baqachuu mala,0
"Jabadhaa,hojii gaariidha",1
kalaqini kun itti haa fuufaa,1
baay'ee gammanneerra,1
Haqa qabeessa fi Si'ataa akka ta'uuf gaheen isaa olaanaa dha. ,1
kuni bar dhaabbata maqaa qofaan hojjataa jiruu ,0
Hanga mirgii hojjatootaa fi caasaa magaaloota fi  ,0
baayyee gaariidha ammallee itti fuffaa hojii kana,1
mucaan kun badhaafamuu qaba.,1
Dantaa gibiraa qofa osoon tane jijiramani hojjatootaf tasifamu ilalcha kesa galchun barbachisa .,0
biyya guddiisuuf hojjechuu gaariidhaa,1
Caasaa fi miindaa mana hojichaa sadarkaan jiru yoo hin foyyeessin ammallee jijjiiramni hin jiru,0
anaan kan gaaffi natti ta'u.,0
hojjetaaf yaadaa,0
Gaarii dha hata'uu malee rakkon jira,1
Oduundhaan Gurra Nama Bokoksuun ,0
bayyee gariidha ,1
galatooma Horaa Bulaa!!,1
Gaaridha itti dabalaa,1
Maree Bareedaa dha,1
Mirga hojata ega,0
Waan namaaf taa'u hojjechuun gaariidhaa,1
gad dhiifnee ba'uuf qophii xumurree jirra. ,0
biyya guddiisuuf hojjechuu gaariidhaa,1
hubannoo uumun gaariidha.,1
Gaaridha ammas itti daddabalaatii waan haaraa jiru beeksisaa. ,1
nu gowwoomsatan,0
bayyeessa dha jabaadhaa,1
dansa kun,1
ammallee jijjiiramni hin jiru,0
Hubbanaan gara Adda  Addaatiin kenamuun kun baay'ee gaariidha. ,1
Gallatoomaa!,1
kanafuu waqnii haa faraaduu,0
kun hin barreedu,0
nu dhaajjestanituu,0
bu'aa isaa isinumti tilmaama mee,0
kana caala jabaanne hojjachu qabna,1
ni danda'amaa jabbaadhaa!,1
itti fufaa,1
Hamileen garii ta'ee waajjiiri keenya waajjiira dhiheena hundeefameeyuu hin gahu ,0
ogeessa  sadarkaan  jiruu  foyyeessuu  fi  cimsuuf  yaaluun  isin  biratti  dagatameera.  ,0
waa tokko wanti nugammachiisu hin jiru,0
gatii nuuf hin qabu,0
baay'ee gammadneerra!,1
hojjettootaaf faayidaan addaa akka taasifamuuf hojjechuudha.,0
Jabaadhaa,1
Beekamtii keennuun gaarii nama jajjabeessa,1
Maal godha maqaa qofti akka itti jiraatu abbaatu beeka,0
Warri nu ajjeese isinii!,0
Teessoo fi logistics homaa hin qabne safuu,0
Baga waliin gammadan,1
off ilaala deemuun gaariidha.,0
Kun waan gaarii dha Garuu akkuma kana utuu faayidaan hojjetaa ilaalamee gaariidha.,1
Bagaa waalin gamaane,1
Ittifufaa,1
rakkoo lojistikii fi caasaan mana hojjichaa itti yaadamu qaba.,1
qoosaa akkamiii jalqabdanii,0
yoom haqa fii galata hojjata eggame beeka miilan badiya deema oolla,0
waljajjabeessuu fi walgalateeffachuun barbaachisaadha,1
gatii isaaf Malu kennuun Barbachisaadha.,1
